Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish,SaleType,SaleCondition
315,70,60.0,9600,7,7,1925,1990,0.0,16,712,728,832,809,1641,0,1,1,3,6,1,1925.0,2,546,0,0,234,8,2006,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,LwQ,Unf,Ex,Ex,Gd,Detchd,Unf,WD,Normal
316,60,71.0,7795,7,5,2004,2005,0.0,425,291,716,716,716,1432,1,2,1,3,6,1,2004.0,2,432,100,51,0,7,2009,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
317,60,94.0,13005,7,7,1980,1980,278.0,692,153,845,1153,1200,2353,1,2,1,4,10,1,1983.0,2,484,288,195,0,8,2009,RL,IR1,Lvl,Corner,NWAmes,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,No,GLQ,Unf,TA,Ex,TA,Attchd,RFn,WD,Normal
318,60,75.0,9000,8,5,2006,2006,0.0,0,1088,1088,1088,871,1959,0,2,1,3,8,1,2006.0,3,1025,208,46,0,12,2007,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
319,60,90.0,9900,7,5,1993,1993,256.0,987,360,1347,1372,1274,2646,1,2,1,4,9,1,1993.0,3,656,340,60,144,4,2009,RL,Reg,Low,Inside,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
320,80,,14115,7,5,1980,1980,225.0,1036,336,1372,1472,0,1472,1,2,0,3,6,2,1980.0,2,588,233,48,0,6,2009,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,Av,GLQ,Unf,TA,TA,TA,Attchd,Unf,WD,Normal
321,60,111.0,16259,9,5,2006,2006,370.0,0,1249,1249,1249,1347,2596,0,3,1,4,9,0,2006.0,3,840,240,154,0,9,2006,RL,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Av,Unf,Unf,Ex,Gd,,Attchd,RFn,New,Partial
322,60,99.0,12099,8,5,2004,2004,388.0,970,166,1136,1136,1332,2468,1,2,1,4,10,1,2004.0,3,872,184,154,0,6,2007,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
323,60,86.0,10380,7,5,1986,1987,172.0,28,0,1502,1553,1177,2730,1,2,1,4,8,1,1987.0,2,576,201,96,0,8,2007,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,Gd,LwQ,ALQ,Ex,Gd,TA,Attchd,Fin,WD,Normal
324,20,49.0,5820,3,8,1955,2005,0.0,256,906,1162,1163,0,1163,1,1,0,3,6,0,1955.0,1,220,142,98,0,7,2006,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,No,ALQ,Unf,Ex,TA,,Attchd,Unf,WD,Normal
325,80,96.0,11275,7,7,1967,2007,300.0,0,710,710,1898,1080,2978,0,2,1,5,11,1,1961.0,2,564,240,0,0,6,2010,RL,Reg,Lvl,Corner,NAmes,PosN,1Fam,SLvl,Mansard,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,No,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
326,45,50.0,5000,5,6,1941,1950,0.0,116,604,720,803,0,803,0,1,0,2,5,0,1941.0,2,360,0,0,244,12,2007,RM,Reg,Lvl,Inside,IDOTRR,RRAe,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,Av,BLQ,Unf,Po,TA,,Detchd,Unf,WD,Normal
327,120,32.0,10846,8,5,1993,1993,0.0,1619,100,1719,1719,0,1719,2,1,1,1,6,2,1993.0,2,473,122,30,0,5,2008,RL,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,Con,Normal
328,20,80.0,11600,6,5,1960,1960,175.0,565,818,1383,1383,0,1383,0,1,1,3,7,0,1960.0,1,292,0,45,0,4,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Attchd,RFn,WD,Normal
329,75,,11888,6,6,1916,1994,0.0,0,844,844,1445,689,2134,0,2,0,5,10,0,1930.0,2,441,0,60,268,7,2009,RL,IR1,Bnk,Inside,BrkSide,PosN,1Fam,2.5Unf,Gable,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,No,Unf,Unf,Gd,Gd,,Detchd,Unf,WD,Normal
330,70,60.0,6402,5,5,1920,1950,0.0,0,596,596,596,596,1192,0,1,0,3,6,0,1920.0,1,189,0,0,137,7,2009,RM,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,Mn,Unf,Unf,TA,TA,,Detchd,Unf,WD,Normal
331,90,,10624,5,4,1964,1964,84.0,40,1424,1728,1728,0,1728,0,2,0,6,10,0,2002.0,1,352,155,0,0,11,2007,RL,IR1,Lvl,Inside,NAmes,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,GLQ,Rec,TA,TA,,Detchd,Unf,WD,Normal
332,20,70.0,8176,5,6,1958,1992,0.0,846,210,1056,1056,0,1056,1,1,0,3,6,0,1958.0,1,308,0,0,0,8,2007,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,Unf,Fa,TA,,Attchd,RFn,WD,Normal
333,20,85.0,10655,8,5,2003,2004,296.0,1124,1603,3206,1629,0,1629,1,2,0,3,7,1,2003.0,3,880,0,0,0,10,2009,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,,Ex,Gd,Gd,Attchd,RFn,WD,Normal
334,120,59.0,8198,7,5,2004,2004,146.0,720,638,1358,1358,0,1358,1,2,0,2,6,1,2004.0,2,484,192,30,0,7,2008,RM,Reg,Lvl,FR3,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
335,60,59.0,9042,6,5,1998,1998,0.0,828,115,943,943,695,1638,1,2,1,3,7,2,1998.0,2,472,100,38,0,7,2008,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,GLQ,Unf,Gd,TA,TA,Attchd,Fin,WD,Normal
336,190,,164660,5,6,1965,1965,0.0,1249,103,1499,1619,167,1786,2,2,0,3,7,2,1965.0,2,529,670,0,0,8,2008,RL,IR1,HLS,Corner,Timber,Norm,2fmCon,1.5Fin,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,Gd,ALQ,BLQ,Ex,TA,Gd,Attchd,Fin,WD,Normal
337,20,86.0,14157,9,5,2005,2006,200.0,1249,673,1922,1922,0,1922,1,2,0,3,8,1,2005.0,3,676,178,51,0,7,2007,RL,IR1,HLS,Corner,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
338,20,70.0,9135,7,5,2002,2003,113.0,810,726,1536,1536,0,1536,1,2,0,3,7,0,2002.0,2,532,192,74,0,12,2008,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
339,20,91.0,14145,7,7,1984,1998,0.0,213,995,1208,1621,0,1621,1,2,0,3,8,0,1984.0,2,440,108,45,0,5,2006,RL,Reg,Lvl,Corner,NWAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,Mn,ALQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
340,20,66.0,12400,6,7,1958,1998,176.0,585,630,1215,1215,0,1215,0,1,0,3,6,0,1958.0,1,297,0,0,0,6,2009,RL,IR1,Lvl,Inside,NAmes,Feedr,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Attchd,Unf,WD,Normal
341,60,85.0,14191,8,5,2002,2002,0.0,0,967,967,993,915,1908,0,2,1,4,9,0,2002.0,2,431,135,0,0,4,2010,RL,Reg,Lvl,Inside,Timber,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,Fin,WD,Normal
342,20,60.0,8400,4,4,1950,1950,0.0,0,721,721,841,0,841,0,1,0,2,4,0,1950.0,1,294,250,0,24,9,2009,RH,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,1Story,Gable,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,No,Unf,Unf,Gd,TA,,CarPort,Unf,WD,Normal
343,90,,8544,3,4,1949,1950,340.0,0,0,0,1040,0,1040,0,2,0,2,6,0,1949.0,2,400,0,0,0,5,2006,RL,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,Gable,Stucco,Stucco,BrkFace,TA,TA,Slab,,,,,Fa,TA,,Detchd,Unf,WD,Normal
344,120,63.0,8849,9,5,2005,2005,616.0,28,1656,1684,1684,0,1684,0,2,0,2,6,1,2005.0,2,564,495,72,0,7,2008,RL,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,No,GLQ,Unf,Ex,Ex,Ex,Attchd,RFn,WD,Normal
345,160,36.0,2592,5,3,1976,1976,0.0,129,175,536,536,576,1112,0,1,1,3,4,0,1976.0,1,336,182,0,0,4,2010,RM,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,No,Rec,BLQ,TA,TA,,Attchd,Unf,WD,Normal
346,50,65.0,6435,6,5,1939,1950,0.0,0,972,972,972,605,1577,0,1,0,3,6,1,1939.0,1,312,0,0,0,10,2006,RL,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,Unf,Gd,Fa,Gd,Detchd,Unf,WD,Normal
347,20,,12772,6,8,1960,1998,0.0,498,460,958,958,0,958,0,1,0,2,5,0,1960.0,1,301,0,0,0,4,2007,RL,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Mn,BLQ,Unf,TA,TA,,Attchd,RFn,WD,Normal
348,20,,17600,6,5,1960,1960,30.0,1270,208,1478,1478,0,1478,1,2,0,3,6,2,1960.0,2,498,0,40,0,12,2009,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,Ex,TA,Gd,Attchd,Unf,WD,Normal
349,160,36.0,2448,7,5,2003,2004,106.0,573,191,764,764,862,1626,1,2,1,2,6,0,2003.0,2,474,0,27,0,10,2008,RL,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,BuiltIn,RFn,WD,Normal
350,60,56.0,20431,9,5,2005,2006,870.0,1410,438,1848,1848,880,2728,1,2,1,4,10,2,2006.0,3,706,0,0,0,4,2006,RL,IR2,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,No,GLQ,Unf,Ex,Ex,Ex,Attchd,Fin,New,Partial
351,120,68.0,7820,9,5,2007,2007,362.0,0,1869,1869,1869,0,1869,0,2,0,2,6,1,2007.0,2,617,210,54,0,12,2007,RL,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,No,Unf,Unf,Ex,Ex,Gd,Attchd,RFn,New,Partial
352,120,,5271,7,5,1986,1986,0.0,1082,371,1453,1453,0,1453,1,1,1,2,6,1,1986.0,2,445,0,80,0,12,2006,RL,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,Gd,GLQ,Unf,Gd,Gd,TA,Attchd,RFn,WD,Abnorml
353,50,60.0,9084,5,6,1941,1950,0.0,236,0,616,616,495,1111,0,1,0,3,5,0,1941.0,1,200,48,0,0,3,2008,RL,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Mn,LwQ,Rec,TA,TA,,Detchd,Unf,ConLw,Normal
354,30,60.0,8520,6,8,1928,2003,0.0,0,624,624,720,0,720,0,1,0,2,5,0,2005.0,2,484,106,0,0,5,2010,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
355,50,60.0,8400,6,5,1940,2000,0.0,388,552,940,1192,403,1595,0,1,0,2,6,2,1940.0,1,240,0,0,108,6,2006,RL,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,No,LwQ,Unf,Ex,TA,Gd,Attchd,Unf,WD,Normal
356,20,105.0,11249,6,5,1995,1995,0.0,334,322,1200,1200,0,1200,1,2,0,3,6,0,1995.0,2,521,0,26,0,8,2007,RL,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,No,ALQ,BLQ,Ex,Gd,,Attchd,RFn,WD,Normal
357,20,,9248,6,6,1992,1992,106.0,560,598,1158,1167,0,1167,1,2,0,3,6,0,1992.0,2,400,120,26,0,7,2009,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,GLQ,Unf,Gd,Gd,,Attchd,RFn,WD,Normal
358,120,44.0,4224,5,5,1976,1976,0.0,874,268,1142,1142,0,1142,1,1,1,3,6,1,1976.0,2,528,536,90,0,8,2007,RM,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,TA,TA,PConc,Gd,No,ALQ,Unf,TA,TA,Po,Attchd,Fin,WD,Normal
359,80,92.0,6930,5,4,1958,1958,120.0,300,468,1062,1352,0,1352,0,1,0,3,6,0,1958.0,1,288,168,0,294,7,2006,RL,IR1,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,Hip,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,Av,BLQ,Rec,Ex,Gd,,BuiltIn,Unf,WD,Abnorml
360,60,78.0,12011,8,5,1998,1998,530.0,956,130,1086,1086,838,1924,1,2,1,3,7,1,1998.0,2,592,208,75,0,6,2006,RL,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
361,85,,7540,6,6,1978,1978,0.0,773,115,888,912,0,912,1,1,0,2,5,1,1978.0,2,470,0,0,0,6,2007,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SFoyer,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,Av,GLQ,Unf,Ex,TA,TA,Attchd,RFn,WD,Normal
362,50,,9144,5,5,1940,1982,0.0,399,484,883,988,517,1505,1,1,0,3,8,0,1940.0,1,240,0,0,0,7,2008,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Detchd,Unf,WD,Normal
363,85,64.0,7301,7,5,2003,2003,500.0,0,0,0,495,1427,1922,0,3,0,4,7,1,2003.0,2,672,0,0,177,7,2009,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,,,,,Ex,Gd,Ex,BuiltIn,RFn,ConLD,Normal
364,160,21.0,1680,6,8,1972,2007,510.0,162,321,483,483,504,987,0,1,1,2,5,0,1972.0,1,264,250,0,0,5,2009,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,Unf,Gd,Gd,,Detchd,Unf,WD,Normal
365,60,,18800,6,5,1976,1976,120.0,712,84,796,790,784,1574,1,2,1,3,6,1,1976.0,2,566,306,111,0,7,2006,RL,IR1,Lvl,FR2,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Mn,GLQ,Unf,TA,TA,TA,Attchd,Fin,WD,Normal
366,70,59.0,10690,5,7,1920,1997,0.0,456,216,672,672,672,1344,0,1,0,3,6,0,1964.0,1,468,0,128,218,7,2009,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,No,Rec,Unf,Gd,TA,,Detchd,Unf,WD,Normal
367,20,,9500,6,5,1963,1963,247.0,609,785,1394,1394,0,1394,1,1,1,3,6,2,1963.0,2,514,0,76,0,7,2009,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,No,BLQ,Unf,Gd,TA,Gd,Attchd,RFn,WD,Normal
368,80,101.0,9150,6,5,1962,1962,305.0,371,728,1099,1431,0,1431,0,1,0,3,6,1,1962.0,1,296,64,110,0,12,2008,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,Unf,Gd,TA,Gd,Basment,RFn,WD,Normal
369,20,78.0,7800,5,6,1954,1954,200.0,540,728,1268,1268,0,1268,0,1,0,2,7,1,1954.0,1,244,0,98,0,3,2010,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,No,LwQ,Unf,Gd,TA,Gd,Attchd,Fin,WD,Normal
370,20,,9830,5,7,1959,2006,0.0,72,733,1063,1287,0,1287,1,1,0,3,7,1,1997.0,2,576,364,17,0,3,2010,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,No,ALQ,Rec,Ex,Gd,Gd,Detchd,Fin,WD,Normal
371,60,,8121,6,5,2000,2000,0.0,0,953,953,953,711,1664,0,2,1,3,7,1,2000.0,2,460,100,40,0,1,2006,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Ex,TA,TA,Attchd,RFn,WD,Normal
372,50,80.0,17120,4,4,1959,1959,0.0,0,0,0,1120,468,1588,0,2,0,4,7,1,1991.0,2,680,0,59,0,7,2008,RL,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,Gable,WdShing,Plywood,None,TA,TA,CBlock,,,,,TA,TA,Gd,Detchd,Fin,WD,Normal
373,120,50.0,7175,6,5,1984,1984,0.0,623,0,744,752,0,752,1,1,0,2,4,0,1984.0,1,264,353,0,0,2,2010,RL,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,No,ALQ,LwQ,TA,TA,,Attchd,Unf,WD,Normal
374,20,79.0,10634,5,6,1953,1953,0.0,428,0,608,1319,0,1319,1,1,0,3,5,0,1953.0,1,270,66,0,0,11,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,No,BLQ,LwQ,TA,TA,,Attchd,Unf,WD,Normal
375,60,65.0,8200,7,5,2003,2004,0.0,0,847,847,847,1081,1928,0,2,1,4,8,1,2003.0,2,434,100,48,0,7,2007,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
377,85,57.0,8846,5,5,1996,1996,0.0,298,572,870,914,0,914,0,1,0,2,5,0,1998.0,2,576,0,0,0,7,2006,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
378,60,102.0,11143,8,5,2004,2005,0.0,0,1580,1580,1580,886,2466,0,3,0,4,8,1,2004.0,2,610,159,214,0,12,2007,FV,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
379,20,88.0,11394,9,2,2010,2010,350.0,1445,411,1856,1856,0,1856,1,1,1,1,8,1,2010.0,3,834,113,0,0,6,2010,RL,Reg,Lvl,Corner,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Av,GLQ,Unf,Ex,Ex,Ex,Attchd,Fin,New,Partial
380,60,60.0,8123,6,5,2000,2000,16.0,0,982,982,1007,793,1800,0,2,1,3,7,1,2000.0,2,463,100,63,0,6,2009,RL,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,Unf,Unf,Ex,TA,TA,Attchd,Fin,WD,Normal
381,50,50.0,5000,5,6,1924,1950,0.0,218,808,1026,1026,665,1691,0,2,0,3,6,1,1924.0,1,308,0,0,242,5,2010,RL,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,No,LwQ,Unf,TA,Gd,Gd,Detchd,Unf,WD,Normal
382,20,60.0,7200,7,5,2006,2006,0.0,0,1293,1293,1301,0,1301,1,2,0,2,5,1,2006.0,2,572,216,121,0,8,2006,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
383,60,79.0,9245,7,5,2006,2006,0.0,0,939,939,939,858,1797,0,2,1,3,8,0,2006.0,2,639,144,53,0,4,2007,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
384,45,60.0,9000,6,3,1928,1950,0.0,0,784,784,784,0,784,0,1,0,2,5,0,1950.0,2,360,0,0,91,10,2009,RH,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,No,Unf,Unf,TA,TA,,Detchd,Unf,WD,Normal
385,60,,53107,6,5,1992,1992,0.0,985,595,1580,1079,874,1953,1,2,1,3,9,2,1992.0,2,501,216,231,0,6,2007,RL,IR2,Low,Corner,ClearCr,Feedr,1Fam,2Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,Fa,Attchd,Fin,WD,Normal
386,120,43.0,3182,8,5,2004,2005,16.0,24,1232,1256,1269,0,1269,0,2,0,2,6,1,2004.0,2,430,146,20,0,4,2010,RL,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
387,50,58.0,8410,5,3,1910,1996,0.0,0,658,658,658,526,1184,0,1,0,5,8,0,,0,0,0,151,0,5,2006,RL,Reg,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,Gambrel,Wd Sdng,VinylSd,None,TA,Fa,PConc,TA,No,Unf,Unf,TA,TA,,,,WD,AdjLand
388,80,72.0,7200,6,6,1976,1976,255.0,631,410,1041,1125,0,1125,1,1,0,3,6,1,1977.0,1,352,296,0,0,10,2009,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,Av,ALQ,Unf,Ex,TA,Fa,Detchd,Unf,WD,Abnorml
389,20,93.0,9382,7,5,1999,2000,125.0,0,1468,1468,1479,0,1479,0,2,0,3,6,0,1999.0,2,577,120,25,0,7,2008,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
390,60,96.0,12474,10,5,2007,2008,272.0,1280,402,1682,1742,590,2332,1,2,1,3,9,1,2008.0,3,846,196,134,0,8,2008,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,Av,GLQ,Unf,Ex,Ex,Ex,BuiltIn,Fin,New,Partial
391,50,50.0,8405,5,8,1900,1950,0.0,241,229,861,961,406,1367,1,1,0,4,7,0,1978.0,1,384,0,130,112,4,2008,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Rec,BLQ,Ex,TA,,Detchd,Unf,WD,Normal
